"Month","Product variant SKU","Product title","Product variant SKU at time of sale","Shipping country","Net items sold"
"2026-04-01","BSH-B","Blind Shaker","BSH-B","Netherlands",5
"2026-04-01","BNF","Bean Funnel","BNF","United Arab Emirates",5
"2026-04-01","BD1-PAPER","BIRD Paper Filters","BD1-PAPER","United Kingdom",20
"2026-04-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","United Arab Emirates",2
"2026-04-01","MGT-L","Magic Tumbler Lid","MGT-L","Hong Kong",1
"2026-04-01","BD1-PAPER","BIRD Paper Filters","BD1-PAPER","South Korea",10
"2026-04-01","UNB-B20","Unibasket","UNB-B20","Hong Kong",70
"2026-04-01","PSC-B","Spring Clean™","PSC-B","Switzerland",20
"2026-04-01","RNT","Really Nice Tamper","RNT","Italy",5
"2026-04-01","MNR-U","MOONRAKER™","MNR-U","Italy",5
"2026-04-01","EG1_RFR","EG-1 Refresh Kit","EG1_RFR","United Arab Emirates",3
"2026-04-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","United Arab Emirates",1
"2026-04-01","BCK-R","BUCK","BCK-R","United Kingdom",5
"2026-04-01","EPF-55-100","EPF (10,000)","EPF-55-100","Australia",1
"2026-04-01","BD1-SG","BIRD Spare Glass","BD1-SG","United Arab Emirates",2
"2026-04-01","RNT-B_49KIT","Really Nice Tamper - Base Kit","RNT-B_49KIT","Switzerland",5
"2026-04-01","MNR-U","MOONRAKER™","MNR-U","Hong Kong",5
"2026-04-01","UNB-B28","Unibasket","UNB-B28","Netherlands",5
"2026-04-01","MNR","MOONRAKER™","MNR","Switzerland",10
"2026-04-01","BD1-PAPER","BIRD Paper Filters","BD1-PAPER","Netherlands",10
"2026-04-01","BNPS-B50","BEAN CELLAR SHORTY Bulk","BNPS-B50","United Arab Emirates",1
"2026-04-01","UNB-B24","Unibasket","UNB-B24","Hong Kong",3
"2026-04-01","UNB-B20","Unibasket","UNB-B20","Switzerland",10
"2026-04-01","BNG","BEAN CELLAR Glass","BNG","United Kingdom",3
"2026-04-01","RNT-B_49KIT","Really Nice Tamper - Base Kit","RNT-B_49KIT","United Kingdom",5
"2026-04-01","EPF-55-100","EPF (10,000)","EPF-55-100","Netherlands",3
"2026-04-01","MNR-U","MOONRAKER™","MNR-U","Netherlands",2
"2026-04-01","BSH-2","Blind Shaker - No Magnet Installed","BSH-2","Netherlands",5
"2026-04-01","BSH","Blind Shaker","BSH","Hong Kong",7
"2026-04-01","MNR-U","MOONRAKER™","MNR-U","China",5
"2026-04-01","BCK-W","BUCK","BCK-W","Sweden",1
"2026-04-01","BD1","The BIRD","BD1","Netherlands",5
"2026-04-01","EPF-58-100","EPF (10,000)","EPF-58-100","South Korea",1
"2026-04-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","China",4
"2026-04-01","RNT-B_54KIT","Really Nice Tamper - Base Kit","RNT-B_54KIT","Switzerland",5
"2026-04-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Switzerland",9
"2026-04-01","KEY-2-W","The Key","KEY-2-W","Sweden",1
"2026-04-01","STD","Steam Dial","STD","Switzerland",5
"2026-04-01","PS-25","Puck Screens (25)","PS-25","Netherlands",1
"2026-04-01","UNF-2-R","Unifilter","UNF-2-R","Italy",2
"2026-04-01","BD1","The BIRD","BD1","Hong Kong",5
"2026-04-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","Sweden",2
"2026-04-01","MNR-P-S","MOONRAKER™ Spare Needles","MNR-P-S","United Kingdom",4
"2026-04-01","EG1-B","The EG-1","EG1-B","Italy",3
"2026-04-01","UNF-2-T","Unifilter","UNF-2-T","Netherlands",2
"2026-04-01","RNT","Really Nice Tamper","RNT","Netherlands",13
"2026-04-01","KEY-2-B","The Key","KEY-2-B","Australia",1
"2026-04-01","UNB-B16","Unibasket","UNB-B16","Sweden",2
"2026-04-01","BNP-50","BEAN CELLAR Bulk","BNP-50","United Kingdom",8
"2026-04-01","BCK-W","BUCK","BCK-W","China",10
"2026-04-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","United Arab Emirates",1
"2026-04-01","EG1_RFR","EG-1 Refresh Kit","EG1_RFR","Hong Kong",5
"2026-04-01","PH-B","EPF Dock","PH-B","United Arab Emirates",2
"2026-04-01","KEY-2-B","The Key","KEY-2-B","Hong Kong",2
"2026-04-01","BNP-50","BEAN CELLAR Bulk","BNP-50","South Korea",10
"2026-04-01","BD1_CAS","BIRD Travel Case","BD1_CAS","Hong Kong",1
"2026-04-01","RNT_54KIT","Really Nice Tamper - Base Kit","RNT_54KIT","Switzerland",5
"2026-04-01","TPM-B","Leather Tamping Mat","TPM-B","China",10
"2026-04-01","PSC-B","Spring Clean™","PSC-B","United States",72
"2026-04-01","RR1-B","The RoadRunner","RR1-B","Sweden",12
"2026-04-01","BNG","BEAN CELLAR Glass","BNG","Australia",1
"2026-04-01","UNF-2-R","Unifilter","UNF-2-R","Thailand",1
"2026-04-01","BSH-B","Blind Shaker","BSH-B","Thailand",24
"2026-04-01","UNB-B24","Unibasket","UNB-B24","United Arab Emirates",2
"2026-04-01","BNP-12-C","BEAN CELLAR Polymer","BNP-12-C","Thailand",3
"2026-04-01","RNT-B-54","Really Nice Tamper","RNT-B-54","Netherlands",4
"2026-04-01","RNT-B","Really Nice Tamper","RNT-B","Netherlands",13
"2026-04-01","UNF-2-T","Unifilter","UNF-2-T","Thailand",1
"2026-04-01","RNT-T","Really Nice Tamper","RNT-T","United Arab Emirates",2
"2026-04-01","BCK-R","BUCK","BCK-R","United Arab Emirates",2
"2026-04-01","EPF-55-100","EPF (10,000)","EPF-55-100","Switzerland",1
"2026-04-01","HG2B_2","The HG-2","HG2B_2","Netherlands",2
"2026-04-01","UNF-2-R","Unifilter","UNF-2-R","Netherlands",3
"2026-04-01","BNG","BEAN CELLAR Glass","BNG","United Arab Emirates",1
"2026-04-01","BD1-PAPER","BIRD Paper Filters","BD1-PAPER","Sweden",20
"2026-04-01","BSH-B-2","Blind Shaker - No Magnet Installed","BSH-B-2","Netherlands",10
"2026-04-01","CFB","Coffee Brush","CFB","United Kingdom",10
"2026-04-01","HG2B_2","The HG-2","HG2B_2","China",1
"2026-04-01","MNR","MOONRAKER™","MNR","Australia",1
"2026-04-01","EG1","The EG-1","EG1","United Kingdom",5
"2026-04-01","RNT-B-54","Really Nice Tamper","RNT-B-54","Switzerland",5
"2026-04-01","BSH-2","Blind Shaker - No Magnet Installed","BSH-2","Australia",2
"2026-04-01","BNG","BEAN CELLAR Glass","BNG","Italy",2
"2026-04-01","RNT-54","Really Nice Tamper","RNT-54","Switzerland",5
"2026-04-01","HG2_2","The HG-2","HG2_2","Netherlands",2
"2026-04-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","Australia",3
"2026-04-01","UNF49-T","Unifilter - 49mm","UNF49-T","Switzerland",1
"2026-04-01","UNB-B24","Unibasket","UNB-B24","Netherlands",5
"2026-04-01","UNF49-R","Unifilter - 49mm","UNF49-R","Switzerland",2
"2026-04-01","MGS","Moulin Grinders Set","MGS","Switzerland",1
"2026-04-01","BCK-R","BUCK","BCK-R","Thailand",1
"2026-04-01","MNR","MOONRAKER™","MNR","Italy",5
"2026-04-01","UNB-B28","Unibasket","UNB-B28","Hong Kong",2
"2026-04-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","United Kingdom",3
"2026-04-01","TPM-B","Leather Tamping Mat","TPM-B","Switzerland",5
"2026-04-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","Australia",2
"2026-04-01","BD1-GK","BIRD Gasket Kit","BD1-GK","United Arab Emirates",1
"2026-04-01","BNG-B2","BEAN CELLAR Glass","BNG-B2","Italy",2
"2026-04-01","MNR-U","MOONRAKER™","MNR-U","United Kingdom",2
"2026-04-01","BSH","Blind Shaker","BSH","South Korea",15
"2026-04-01","DB1","EG-1 Burrs","DB1","United Arab Emirates",1
"2026-04-01","DB1","EG-1 Burrs","DB1","United Kingdom",2
"2026-04-01","BSH","Blind Shaker","BSH","Netherlands",5
"2026-04-01","UNB-B16","Unibasket","UNB-B16","Switzerland",5
"2026-04-01","BCK-W","BUCK","BCK-W","United Kingdom",3
"2026-04-01","BNP-B50","BEAN CELLAR Bulk","BNP-B50","Sweden",1
"2026-04-01","UNF-2-R","Unifilter","UNF-2-R","Hong Kong",2
"2026-04-01","EG1-B-DB2","The EG-1","EG1-B-DB2","United Arab Emirates",1
"2026-04-01","BNP-12-C","BEAN CELLAR Polymer","BNP-12-C","Italy",4
"2026-04-01","BNPS-50","BEAN CELLAR SHORTY Bulk","BNPS-50","Switzerland",9
"2026-04-01","BNP-50","BEAN CELLAR Bulk","BNP-50","Thailand",2
"2026-04-01","BNP-12-C","BEAN CELLAR Polymer","BNP-12-C","Hong Kong",2
"2026-04-01","EG1","The EG-1","EG1","Italy",4
"2026-04-01","BNPS-B50","BEAN CELLAR SHORTY Bulk","BNPS-B50","South Korea",10
"2026-04-01","UNF-2-T","Unifilter","UNF-2-T","Hong Kong",5
"2026-04-01","RR1-B","The RoadRunner","RR1-B","South Korea",24
"2026-04-01","RNT-OW","Really Nice Tamper","RNT-OW","United Arab Emirates",2
"2026-04-01","MNR","MOONRAKER™","MNR","Netherlands",2
"2026-04-01","RR1-B","The RoadRunner","RR1-B","United Arab Emirates",12
"2026-04-01","SPC","Spring Clean™","SPC","United Arab Emirates",2
"2026-04-01","EPF-58-100","EPF (10,000)","EPF-58-100","Australia",1
"2026-04-01","PH","EPF Dock","PH","Netherlands",3
